id,created_at,client_id,channel,topic,priority,agent_id,first_reply_at,resolved_at,status,reopened,csat
t001905,2025-03-07 04:05:00,u06072,чат,прочее,3,a15,2025-03-07 04:34:21,2025-03-07 07:32:12,решено,0,
t001283,2025-03-27 11:08:00,u00814,почта,оплата и документы,3,a04,2025-03-27 11:31:57,2025-03-27 18:09:11,решено,0,5
t005688,2025-03-03 11:46:00,u08477,телефон,доступ и пароли,2,a04,2025-03-03 12:02:30,2025-03-03 12:49:36,решено,0,4
t003036,2025-05-26 07:34:00,u00551,чат,расписание и посещаемость,3,a05,2025-05-26 07:58:21,2025-05-26 09:57:20,решено,0,
t005760,2025-01-13 09:05:00,u00887,форма,доступ и пароли,2,a04,2025-01-13 09:33:06,2025-01-13 12:10:04,решено,0,5
t001759,20.01.2025 02:59,u05757,почта,доступ и пароли,2,a08,2025-01-20 03:22:23,2025-01-20 03:57:40,решено,0,
t003033,05.06.2025 07:36,u05782,чат,доступ и пароли,3,a08,2025-06-05 07:46:22,2025-06-05 10:01:54,решено,0,
t004455,2025-01-22 14:55:00,u01146,телефон,оплата и документы,2,a14,2025-01-22 15:19:41,2025-01-22 20:24:11,решено,0,
t000295,2025-05-07 06:53:00,u01470,почта,доступ и пароли,2,a16,2025-05-07 07:39:06,2025-05-07 08:12:06,решено,0,5
t004702,2025-01-20 02:30:00,u06472,телефон,доступ и пароли,2,a12,2025-01-20 03:59:50,2025-01-20 05:45:34,решено,0,5
t004778,2025-02-12 10:13:00,u00051,чат,доступ и пароли,2,a14,2025-02-12 10:50:56,2025-02-12 13:13:52,решено,0,
t003261,12.06.2025 01:49,u01292,чат,расписание и посещаемость,2,a11,2025-06-12 01:50:35,2025-06-12 12:21:56,решено,0,5
t000012,12.05.2025 02:06,u08049,телефон,доступ и пароли,2,a12,2025-05-12 02:08:57,2025-05-12 02:43:53,решено,0,
t001499,2025-02-06 05:39:00,u06940,телефон,доступ и пароли,1,a05,2025-02-06 06:57:18,2025-02-06 07:58:32,решено,0,
t004913,2025-05-18 11:03:00,u07528,почта,оплата и документы,2,a10,2025-05-18 11:07:41,2025-05-18 14:48:43,решено,0,
t005278,2025-05-07 04:52:00,u01425,почта,техническая проблема,2,a06,2025-05-07 05:07:51,2025-05-07 14:40:07,решено,0,
t001482,24.05.2025 10:05,u01314,телефон,техническая проблема,1,a11,2025-05-24 10:53:59,2025-05-24 15:58:03,решено,0,
t003810,2025-05-21 07:03:00,u03881,форма,техническая проблема,1,a10,2025-05-21 07:27:02,2025-05-22 18:47:13,решено,0,
t000857,2025-06-19 09:38:00,u08832,чат,оплата и документы,2,a12,2025-06-19 10:31:32,2025-06-19 15:27:18,решено,0,
t002781,2025-01-21 09:04:00,u01130,почта,доступ и пароли,2,a09,2025-01-21 10:15:16,2025-01-21 10:53:51,решено,0,
t004186,2025-04-17 09:57:00,u01387,чат,расписание и посещаемость,3,a11,2025-04-17 10:35:26,2025-04-17 11:27:24,решено,0,5
t000047,27.03.2025 07:04,u07974,чат,"",2,a10,2025-03-27 08:18:56,2025-03-27 09:28:40,решено,0,
t003373,2025-04-20 07:08:00,u03421,почта,техническая проблема,1,a16,2025-04-20 08:07:35,2025-04-20 20:07:04,решено,0,
t005101,2025-03-02 07:34:00,u07196,почта,"",2,a01,2025-03-02 09:16:12,2025-03-02 09:19:24,решено,0,
t000603,25.06.2025 03:30,u08279,чат,техническая проблема,1,a17,2025-06-25 03:40:26,2025-06-26 10:03:32,решено,0,
t003177,08.05.2025 05:11,u04449,почта,расписание и посещаемость,2,a01,2025-05-08 05:43:00,2025-05-08 08:02:13,решено,0,
t005544,2025-03-23 06:06:00,u05051,телефон,доступ и пароли,2,a17,2025-03-23 06:13:46,2025-03-23 11:15:46,решено,0,5
t003998,20.06.2025 18:51,u07307,телефон,оплата и документы,1,a01,2025-06-20 19:08:56,,в работе,0,
t005877,2025-06-15 03:13:00,u05737,чат,"",2,a03,2025-06-15 03:17:47,2025-06-15 05:49:40,решено,1,
t003655,2025-06-02 04:13:00,u02344,чат,расписание и посещаемость,1,a07,2025-06-02 04:18:44,2025-06-02 08:53:17,решено,0,
t000363,07.02.2025 10:59,u06212,почта,доступ и пароли,2,a12,2025-02-07 11:01:45,2025-02-07 13:42:28,решено,0,2
t002848,2025-01-16 19:50:00,u01443,чат,NULL,2,a04,2025-01-16 20:48:49,2025-01-16 22:39:03,решено,0,
t002826,2025-02-26 13:15:00,u05586,телефон,доступ и пароли,2,a17,2025-02-26 14:30:55,2025-02-26 14:33:17,решено,0,
t003545,2025-05-01 15:24:00,u01221,форма,расписание и посещаемость,3,a03,2025-05-01 15:40:05,2025-05-01 21:44:02,решено,0,
t004002,04.05.2025 12:36,u08959,форма,техническая проблема,3,a17,2025-05-04 12:51:28,2025-05-03 13:27:20,решено,0,
t001675,2025-06-17 11:27:00,u02203,телефон,техническая проблема,2,a18,2025-06-17 12:27:14,2025-06-17 20:55:10,решено,0,
t003316,2025-01-13 04:03:00,u05379,чат,доступ и пароли,2,a03,2025-01-13 05:54:53,2025-01-13 07:43:11,решено,0,4
t000649,2025-06-06 15:26:00,u01657,чат,оплата и документы,3,a12,2025-06-06 16:04:23,2025-06-06 16:29:34,решено,0,
t005988,2025-06-21 13:38:00,u00552,чат,расписание и посещаемость,1,a10,2025-06-21 13:58:02,2025-06-21 21:31:01,решено,0,
t001096,03.05.2025 11:50,u02380,форма,прочее,2,a06,2025-05-03 12:00:52,2025-05-03 19:04:09,решено,0,
t001329,2025-06-05 04:19:00,u03774,телефон,доступ и пароли,1,a07,2025-06-05 05:04:57,2025-06-05 05:20:30,решено,0,
t000290,26.05.2025 08:38,u06552,Чат,расписание и посещаемость,1,a10,2025-05-26 08:48:55,2025-05-26 09:48:16,решено,0,
t001245,2025-04-22 14:51:00,u08143,почта,оплата и документы,2,a01,2025-04-22 14:56:23,2025-04-22 16:28:50,решено,0,5
t002815,2025-01-13 13:38:00,u07887,чат,расписание и посещаемость,2,a09,2025-01-13 14:59:30,2025-01-13 17:17:23,решено,0,
t000319,2025-01-22 08:37:00,u03789,телефон,прочее,1,a10,2025-01-22 08:49:11,2025-01-22 11:59:37,решено,0,
t004361,09.03.2025 01:54,u08767,чат,расписание и посещаемость,3,a12,2025-03-09 02:12:54,2025-03-09 06:37:25,решено,0,
t004900,2025-04-21 05:06:00,u07978,чат,доступ и пароли,3,a01,2025-04-21 05:59:29,2025-04-21 06:08:12,решено,0,
t003032,2025-05-04 18:26:00,u06640,чат,оплата и документы,1,a03,2025-05-04 18:43:26,2025-05-04 20:57:14,решено,0,3
t003148,2025-02-10 10:42:00,u00453,телефон,доступ и пароли,3,a15,2025-02-10 10:56:39,2025-02-10 13:57:38,решено,0,
t001170,2025-04-18 02:48:00,u00554,почта,техническая проблема,1,a07,2025-04-18 03:42:56,2025-04-18 09:22:19,решено,0,
t001122,06.05.2025 06:21,u07726,Чат,техническая проблема,3,a07,2025-05-06 06:44:07,2025-05-06 13:26:55,решено,0,
t001273,2025-02-03 02:34:00,u00645,форма,расписание и посещаемость,2,a08,2025-02-03 04:20:33,2025-02-03 05:51:51,решено,0,4
t003488,2025-01-05 11:31:00,u02345,почта,доступ и пароли,2,a03,2025-01-05 12:49:02,2025-01-05 13:00:00,решено,0,1
t000385,04.01.2025 13:21,u03948,телефон,доступ и пароли,2,a08,2025-01-04 15:12:14,2025-01-04 15:37:45,решено,0,
t004298,26.01.2025 19:01,u03587,чат,доступ и пароли,2,a12,2025-01-26 19:21:12,2025-01-26 23:12:38,закрыто без ответа,0,
t002423,2025-03-19 02:58:00,u05257,телефон,техническая проблема,1,a11,2025-03-19 04:26:54,2025-03-19 14:58:18,решено,0,
t001357,20.01.2025 01:50,u07178,чат,техническая проблема,2,a14,2025-01-20 03:36:33,2025-01-20 16:15:53,решено,0,
t002346,2025-06-13 08:09:00,u00410,чат,доступ и пароли,2,a06,2025-06-13 08:24:38,2025-06-13 09:17:33,решено,1,5
t002551,2025-05-06 07:00:00,u00491,чат,техническая проблема,2,a05,2025-05-06 07:07:00,2025-05-06 08:57:13,решено,0,
t004015,2025-04-11 08:01:00,u07713,почта,расписание и посещаемость,3,a10,2025-04-11 08:30:32,2025-04-11 11:30:35,решено,0,
t005175,2025-06-18 09:50:00,u05990,чат,расписание и посещаемость,2,a01,2025-06-18 10:38:13,2025-06-18 11:54:21,решено,0,
t001717,2025-03-06 11:13:00,u00460,почта,доступ и пароли,1,a06,,,новое,0,
t003426,11.04.2025 08:29,u01249,чат,доступ и пароли,3,a17,2025-04-11 08:31:02,2025-04-10 07:56:55,решено,0,
t004943,2025-02-04 05:48:00,u02086,почта,оплата и документы,2,a03,2025-02-04 06:49:38,2025-02-04 09:47:41,решено,1,
t005199,21.03.2025 11:18,u07386,чат,расписание и посещаемость,2,a03,2025-03-21 12:17:25,2025-03-21 13:36:13,решено,0,5
t001698,2025-03-04 08:26:00,u01170,форма,оплата и документы,3,a06,2025-03-04 09:24:11,2025-03-04 10:16:45,решено,0,
t003891,25.03.2025 12:12,u02887,почта,техническая проблема,1,a10,2025-03-25 13:42:52,2025-03-25 18:09:23,решено,0,
t005374,07.04.2025 03:40,u02492,Чат,прочее,2,a03,2025-04-07 04:21:22,2025-04-07 09:35:40,решено,1,
t004431,2025-01-18 10:14:00,u00792,чат,NULL,1,a03,2025-01-18 11:16:32,2025-01-18 11:19:38,решено,0,
t005799,2025-05-03 12:15:00,u00319,чат,NULL,2,a16,2025-05-03 12:45:45,2025-05-03 14:31:30,решено,0,
t001639,2025-05-25 06:56:00,u02222,форма,оплата и документы,1,a11,2025-05-25 07:13:56,,в работе,1,
t005798,2025-01-12 09:10:00,u01476,чат,прочее,3,a04,2025-01-12 10:47:00,2025-01-12 13:06:35,решено,0,
t004777,2025-05-20 08:14:00,u06457,чат,доступ и пароли,1,a01,2025-05-20 09:16:30,2025-05-20 10:17:53,решено,0,
t000051,2025-01-15 09:38:00,u03253,чат,доступ и пароли,1,a05,2025-01-15 10:49:29,2025-01-15 11:28:09,решено,1,
t003679,2025-05-05 16:15:00,u01208,чат,расписание и посещаемость,2,a03,2025-05-05 16:28:55,2025-05-05 17:18:02,решено,0,
t001015,20.01.2025 12:12,u05004,чат,расписание и посещаемость,2,a08,2025-01-20 13:07:30,2025-01-20 14:08:36,решено,1,
t003382,2025-05-12 12:39:00,u00489,чат,NULL,2,a01,,,новое,0,
t003519,2025-04-18 15:18:00,u07763,телефон,оплата и документы,3,a03,2025-04-18 16:13:53,2025-04-18 18:06:36,решено,0,
t005668,2025-06-02 01:02:00,u06035,чат,оплата и документы,3,a03,2025-06-02 01:14:44,2025-06-02 03:51:42,решено,0,
t001603,2025-06-05 01:31:00,u05657,почта,расписание и посещаемость,2,a12,2025-06-05 01:40:52,2025-06-05 03:54:37,решено,0,
t005524,2025-01-15 09:19:00,u04911,Чат,техническая проблема,2,a12,2025-01-15 09:32:38,2025-01-15 14:06:38,закрыто без ответа,0,
t003805,2025-05-03 08:27:00,u01975,чат,оплата и документы,3,a04,2025-05-03 08:52:01,2025-05-03 12:13:54,решено,0,5
t005906,2025-02-20 10:14:00,u01875,телефон,доступ и пароли,2,a16,2025-02-20 11:22:59,2025-02-20 12:48:05,решено,0,4
t000822,14.02.2025 07:59,u07483,телефон,техническая проблема,2,a07,2025-02-14 09:02:55,2025-02-14 19:43:43,решено,0,
t003180,2025-03-27 15:42:00,u04309,чат,доступ и пароли,2,a09,2025-03-27 15:53:16,,в работе,1,
t002882,2025-04-18 09:37:00,u00517,чат,техническая проблема,2,a02,2025-04-18 09:56:00,2025-04-18 14:48:20,решено,0,
t000444,2025-01-13 12:12:00,u04553,почта,доступ и пароли,2,a03,2025-01-13 12:38:41,2025-01-13 13:26:54,решено,0,4
t001995,2025-05-01 11:37:00,u06052,телефон,техническая проблема,1,a02,2025-05-01 11:46:02,2025-05-01 20:14:08,решено,0,
t003202,2025-04-18 16:01:00,u02020,чат,расписание и посещаемость,2,a04,2025-04-18 16:06:06,2025-04-18 20:21:55,решено,1,
t003745,09.02.2025 12:36,u02784,чат,расписание и посещаемость,1,a08,2025-02-09 12:38:16,2025-02-09 13:24:14,решено,0,
t002732,2025-03-05 11:47:00,u02451,почта,доступ и пароли,2,a02,2025-03-05 12:04:33,2025-03-05 12:59:55,решено,0,
t000709,2025-01-24 03:33:00,u01034,почта,расписание и посещаемость,1,a13,2025-01-24 03:59:37,2025-01-24 06:05:54,решено,0,
t005705,06.06.2025 18:06,u01987,чат,техническая проблема,2,a02,2025-06-06 18:11:11,,в работе,0,
t001498,2025-05-02 08:59:00,u08654,чат,NULL,1,a18,2025-05-02 09:57:39,2025-05-02 17:07:05,решено,0,
t001042,2025-02-24 12:59:00,u05385,чат,доступ и пароли,3,a14,2025-02-24 13:24:08,2025-02-24 14:52:01,решено,1,
t001507,2025-02-03 01:46:00,u01890,чат,доступ и пароли,1,a03,2025-02-03 02:02:58,2025-02-03 02:12:20,решено,0,
t001306,2025-04-27 01:46:00,u02284,чат,доступ и пароли,1,a06,2025-04-27 01:56:07,,в работе,0,
t001532,04.06.2025 10:41,u02484,чат,расписание и посещаемость,2,a02,2025-06-04 10:49:33,2025-06-04 14:13:21,решено,0,4
t003806,2025-03-25 11:59:00,u05489,чат,расписание и посещаемость,3,a18,2025-03-25 12:19:30,2025-03-25 15:33:51,решено,0,
t005373,2025-05-17 05:29:00,u01241,форма,оплата и документы,1,a01,2025-05-17 05:46:11,2025-05-17 08:22:17,решено,1,
t002980,2025-04-17 03:31:00,u02349,чат,техническая проблема,3,a08,2025-04-17 03:46:16,,в работе,1,
t000896,2025-01-07 02:55:00,u01984,чат,оплата и документы,3,a12,2025-01-07 03:52:00,2025-01-07 12:16:01,решено,0,
t004911,2025-02-19 01:36:00,u07990,чат,техническая проблема,2,a08,2025-02-19 02:45:52,2025-02-19 11:00:20,решено,0,
t003282,2025-03-09 10:38:00,u06225,чат,доступ и пароли,2,a01,2025-03-09 10:59:38,,в работе,0,5
t005045,2025-04-05 06:10:00,u03766,чат,доступ и пароли,1,a17,2025-04-05 06:25:45,2025-04-05 06:38:46,решено,0,
t001824,2025-02-02 09:55:00,u04134,чат,доступ и пароли,1,a04,2025-02-02 11:32:22,2025-02-02 13:53:50,закрыто без ответа,0,5
t000227,2025-04-09 05:20:00,u00847,чат,техническая проблема,2,a15,2025-04-09 05:24:29,2025-04-09 21:58:46,решено,0,
t002932,22.05.2025 15:04,u03011,чат,оплата и документы,2,a05,2025-05-22 15:05:41,2025-05-22 19:36:04,решено,0,
t001151,2025-06-23 07:22:00,u01086,почта,оплата и документы,2,a16,2025-06-23 07:39:04,2025-06-23 09:52:43,решено,0,
t002630,2025-06-19 11:33:00,u08062,Чат,техническая проблема,1,a18,2025-06-19 11:53:59,2025-06-19 19:36:51,решено,0,
t004922,13.02.2025 08:36,u03010,почта,доступ и пароли,1,a06,2025-02-13 09:47:35,2025-02-13 12:05:41,решено,0,
t004501,2025-04-06 02:13:00,u03957,почта,оплата и документы,1,a05,2025-04-06 02:45:02,2025-04-06 03:52:45,решено,0,
t005453,2025-05-27 17:08:00,u08999,чат,доступ и пароли,2,a04,2025-05-27 17:22:06,2025-05-27 17:37:01,решено,0,
t000082,23.03.2025 01:46,u04419,чат,NULL,3,a03,2025-03-23 02:07:17,2025-03-23 04:03:29,решено,0,4
t003704,2025-02-22 06:11:00,u05574,чат,доступ и пароли,2,a09,2025-02-22 07:07:38,2025-02-22 07:39:15,решено,0,
t004247,2025-02-23 09:49:00,u03181,почта,оплата и документы,2,a18,2025-02-23 10:16:47,2025-02-23 14:06:43,решено,0,2
t004917,2025-03-10 06:39:00,u07973,почта,доступ и пароли,2,a17,2025-03-10 07:08:47,2025-03-10 07:28:11,решено,0,
t003141,2025-04-10 10:24:00,u07271,чат,техническая проблема,2,a06,2025-04-10 10:29:45,2025-04-10 19:36:54,решено,0,
t005637,06.06.2025 03:37,u05745,чат,оплата и документы,3,a09,2025-06-06 03:42:47,2025-06-06 05:09:19,решено,0,
t002920,2025-06-08 15:24:00,u05355,чат,техническая проблема,1,a03,2025-06-08 16:17:42,2025-06-09 02:19:47,решено,0,
t002023,06.05.2025 04:07,u00491,чат,доступ и пароли,2,a03,2025-05-06 04:18:08,2025-05-06 05:12:44,решено,0,
t000991,2025-06-04 14:03:00,u05374,почта,доступ и пароли,3,a02,2025-06-04 14:52:58,2025-06-04 17:48:36,решено,0,5
t002710,2025-05-14 10:29:00,u06199,форма,доступ и пароли,2,a06,2025-05-14 10:52:22,2025-05-13 11:13:32,решено,0,
t000380,06.04.2025 11:15,u02962,телефон,техническая проблема,1,a08,2025-04-06 11:26:13,2025-04-06 17:02:38,решено,0,
t001312,20.01.2025 04:02,u07178,форма,техническая проблема,3,a14,2025-01-20 04:19:25,2025-01-21 19:14:34,решено,0,
t002944,2025-01-11 05:12:00,u05958,почта,доступ и пароли,1,a06,2025-01-11 06:44:40,2025-01-11 08:15:03,решено,0,
t003831,2025-03-14 15:53:00,u08424,форма,расписание и посещаемость,2,a03,2025-03-14 17:07:10,2025-03-14 23:10:11,решено,0,
t001183,2025-05-21 06:06:00,u00456,почта,расписание и посещаемость,3,a15,2025-05-21 06:49:19,2025-05-21 07:54:56,решено,0,
t005691,2025-01-05 04:04:00,u08347,Чат,расписание и посещаемость,3,a02,2025-01-05 05:35:30,,в работе,0,
t005389,2025-01-12 08:08:00,u01268,чат,расписание и посещаемость,3,a02,2025-01-12 08:31:22,2025-01-12 11:25:41,решено,0,3
t004593,2025-06-23 10:15:00,u01477,телефон,доступ и пароли,2,a03,2025-06-23 11:08:18,2025-06-23 12:54:44,решено,0,
t001172,2025-01-10 12:21:00,u07276,чат,доступ и пароли,2,a02,2025-01-10 13:16:33,2025-01-10 13:47:33,решено,0,
t002009,2025-02-21 08:13:00,u05280,почта,доступ и пароли,2,a03,2025-02-21 08:25:54,2025-02-21 08:51:08,решено,0,
t004848,2025-03-23 02:48:00,u00130,форма,доступ и пароли,1,a04,2025-03-23 04:08:26,2025-03-23 04:12:13,решено,0,
t002122,2025-06-07 17:41:00,u08669,форма,техническая проблема,3,a18,2025-06-07 18:23:09,,в работе,0,
t002285,23.01.2025 18:24,u05261,чат,доступ и пароли,1,a01,2025-01-23 19:07:47,2025-01-23 19:08:03,решено,0,
t000937,2025-01-23 09:29:00,u05307,почта,доступ и пароли,1,a14,2025-01-23 11:01:14,2025-01-23 11:49:33,решено,0,
t000683,2025-04-25 13:39:00,u02849,телефон,оплата и документы,1,a06,2025-04-25 13:41:10,2025-04-25 15:58:51,решено,0,
t003545,2025-05-01 15:24:00,u01221,форма,расписание и посещаемость,3,a03,2025-05-01 15:40:05,2025-05-01 21:44:02,решено,0,
t000775,2025-02-25 10:30:00,u02609,телефон,доступ и пароли,3,a06,2025-02-25 10:33:41,2025-02-25 12:39:11,решено,0,4
t004336,2025-01-22 11:10:00,u07875,чат,расписание и посещаемость,2,a04,2025-01-22 11:27:25,2025-01-22 14:10:12,решено,0,
t005860,2025-04-21 01:50:00,u01027,чат,доступ и пароли,2,a02,2025-04-21 01:58:59,2025-04-21 03:22:44,решено,0,5
t001710,2025-06-23 20:03:00,u06913,чат,расписание и посещаемость,3,a07,,,новое,0,
t005378,2025-05-04 08:16:00,u04402,почта,техническая проблема,2,a17,2025-05-04 08:32:52,2025-05-04 19:38:03,решено,0,
t001493,20.05.2025 03:23,u01896,чат,прочее,2,a03,2025-05-20 03:35:07,2025-05-20 07:46:28,решено,0,
t004185,2025-05-23 04:12:00,u03355,чат,техническая проблема,3,a16,2025-05-23 04:32:34,2025-05-23 12:18:45,решено,0,
t005160,23.02.2025 02:27,u08551,чат,прочее,3,a06,2025-02-23 02:34:54,2025-02-23 17:47:59,решено,0,
t005006,2025-06-06 10:34:00,u03919,почта,доступ и пароли,2,a04,2025-06-06 11:03:58,2025-06-06 12:29:09,решено,0,
t001471,22.06.2025 04:54,u03637,телефон,оплата и документы,1,a01,2025-06-22 05:19:37,2025-06-22 07:26:42,решено,0,
t001006,15.02.2025 07:37,u04375,форма,доступ и пароли,3,a12,2025-02-15 08:03:32,2025-02-15 09:13:08,решено,0,5
t000582,27.02.2025 17:08,u06823,чат,доступ и пароли,2,a03,2025-02-27 17:52:32,2025-02-27 18:27:33,решено,0,5
t005659,2025-06-23 17:44:00,u07933,чат,оплата и документы,3,a16,2025-06-23 18:14:05,2025-06-23 21:32:27,решено,0,
t002072,2025-01-05 01:15:00,u00748,почта,оплата и документы,1,a14,2025-01-05 01:34:30,2025-01-05 05:12:51,решено,0,
t004785,06.06.2025 03:57,u02327,почта,доступ и пароли,1,a08,2025-06-06 04:20:33,2025-06-06 05:43:33,решено,0,3
t004178,2025-04-04 09:53:00,u08821,чат,расписание и посещаемость,1,a07,2025-04-04 10:12:48,2025-04-04 16:27:04,решено,0,
t004016,2025-06-20 12:52:00,u04307,телефон,техническая проблема,2,a06,2025-06-20 13:15:53,2025-06-20 16:00:24,решено,0,
t000056,06.02.2025 18:19,u06088,чат,доступ и пароли,2,a06,2025-02-06 18:35:23,2025-02-06 19:27:28,решено,1,
t003762,2025-02-03 13:34:00,u02189,почта,доступ и пароли,1,a04,2025-02-03 14:01:14,2025-02-03 15:08:28,решено,0,
t001921,18.02.2025 05:01,u02814,телефон,оплата и документы,3,a01,2025-02-18 06:18:15,2025-02-18 08:45:52,решено,1,5
t002367,2025-02-17 03:55:00,u01513,чат,доступ и пароли,1,a14,2025-02-17 05:43:25,2025-02-17 06:01:47,решено,0,
t000212,19.02.2025 04:04,u07669,чат,техническая проблема,3,a17,2025-02-19 04:06:48,2025-02-18 04:41:27,решено,1,
t005357,2025-02-17 07:47:00,u01513,чат,доступ и пароли,3,a03,2025-02-17 07:53:43,2025-02-17 11:13:15,решено,0,
t005699,2025-01-23 03:21:00,u08493,чат,прочее,1,a10,2025-01-23 04:44:00,2025-01-23 08:07:04,решено,0,
t004591,06.02.2025 04:54,u08352,чат,доступ и пароли,3,a03,2025-02-06 05:11:12,2025-02-06 07:07:19,решено,0,
t005047,2025-05-02 06:55:00,u00385,телефон,техническая проблема,3,a03,2025-05-02 06:57:04,2025-05-02 11:50:21,решено,0,
t002709,2025-05-22 05:10:00,u07419,телефон,оплата и документы,3,a08,2025-05-22 05:24:41,,в работе,0,
t002111,2025-05-09 07:07:00,u05587,форма,расписание и посещаемость,3,a16,2025-05-09 07:19:05,2025-05-09 17:59:56,решено,0,
t000719,2025-02-05 14:18:00,u01714,чат,доступ и пароли,1,a01,2025-02-05 16:07:43,2025-02-05 16:57:35,решено,0,3
t003395,05.03.2025 12:48,u07173,телефон,доступ и пароли,2,a08,2025-03-05 14:11:53,2025-03-05 14:52:25,решено,0,
t005584,2025-03-06 20:10:00,u05257,почта,доступ и пароли,1,a01,2025-03-06 20:23:36,2025-03-06 21:14:58,решено,0,
t005660,2025-03-01 05:14:00,u08728,чат,,2,a08,2025-03-01 05:45:18,2025-03-01 07:12:16,решено,0,5
t002532,2025-06-23 13:11:00,u01086,чат,оплата и документы,2,a01,2025-06-23 13:17:46,2025-06-23 17:17:01,решено,0,4
t001657,2025-04-14 04:46:00,u07891,чат,оплата и документы,1,a15,2025-04-14 05:10:08,2025-04-14 06:31:49,решено,0,
t005485,2025-01-18 09:16:00,u06861,телефон,доступ и пароли,3,a06,2025-01-18 10:14:23,2025-01-18 11:57:36,решено,0,5
t002602,04.05.2025 13:19,u05768,чат,доступ и пароли,2,a12,2025-05-04 13:55:50,2025-05-04 15:10:48,решено,0,
t002380,11.02.2025 07:14,u03156,чат,техническая проблема,1,a06,2025-02-11 07:38:48,2025-02-11 14:54:18,решено,0,
t001217,2025-01-03 09:55:00,u04883,чат,доступ и пароли,3,a12,2025-01-03 10:14:44,2025-01-03 11:17:57,решено,0,
t005607,2025-03-18 10:08:00,u05466,чат,доступ и пароли,3,a07,2025-03-18 11:20:01,2025-03-18 11:36:53,решено,1,5
t004807,2025-03-27 02:08:00,u03607,почта,прочее,1,a10,2025-03-27 03:18:16,2025-03-27 06:45:07,решено,0,
t001009,2025-04-19 19:16:00,u06175,почта,расписание и посещаемость,1,a18,2025-04-19 19:20:26,2025-04-20 01:14:05,решено,0,
t004708,18.01.2025 08:56,u00212,форма,доступ и пароли,1,a08,2025-01-18 10:00:30,2025-01-18 11:38:32,решено,1,
t004657,2025-04-03 14:19:00,u04603,почта,оплата и документы,2,a09,2025-04-03 14:51:30,2025-04-03 16:07:24,решено,0,
t000599,2025-02-21 02:19:00,u00572,чат,доступ и пароли,2,a12,2025-02-21 03:05:44,2025-02-21 03:27:53,решено,0,2
t003991,07.05.2025 01:46,u01947,почта,,1,a04,2025-05-07 01:57:18,2025-05-07 05:06:23,решено,0,
t005246,21.03.2025 13:55,u06253,почта,расписание и посещаемость,3,a09,2025-03-21 14:55:24,2025-03-21 17:26:51,решено,0,
t001638,16.03.2025 05:46,u02097,телефон,расписание и посещаемость,2,a02,2025-03-16 06:38:51,2025-03-16 09:46:28,решено,0,
t005119,2025-03-06 09:01:00,u03873,Чат,оплата и документы,3,a08,2025-03-06 09:20:16,2025-03-06 11:18:55,решено,0,
t005975,2025-04-05 13:31:00,u04739,чат,прочее,2,a02,2025-04-05 13:44:39,2025-04-06 01:00:35,решено,0,
t003379,2025-03-09 03:16:00,u02272,форма,прочее,1,a01,2025-03-09 03:41:04,2025-03-09 12:21:42,решено,0,
t005254,2025-04-03 10:53:00,u02900,телефон,оплата и документы,1,a08,2025-04-03 11:18:40,2025-04-03 14:51:51,решено,0,
t001773,2025-05-01 07:31:00,u02370,почта,техническая проблема,1,a12,2025-05-01 07:43:49,2025-05-01 17:41:41,решено,0,
t000638,2025-06-21 01:13:00,u04289,чат,доступ и пароли,2,a06,2025-06-21 01:20:05,2025-06-21 03:15:01,решено,0,
t005321,2025-06-15 14:40:00,u01680,чат,доступ и пароли,3,a16,2025-06-15 14:55:49,2025-06-15 15:53:05,решено,0,
t005189,21.02.2025 16:55,u03909,форма,прочее,1,a01,2025-02-21 17:58:51,2025-02-22 00:28:54,решено,0,5
t003220,2025-02-11 02:31:00,u05764,почта,расписание и посещаемость,3,a16,2025-02-11 03:16:34,2025-02-11 03:17:04,решено,0,5
t005882,2025-06-26 13:55:00,u07357,чат,доступ и пароли,1,a10,2025-06-26 14:11:44,2025-06-26 15:26:02,решено,0,
t003603,2025-04-11 07:01:00,u08854,почта,оплата и документы,2,a06,2025-04-11 07:46:36,2025-04-11 09:37:09,решено,0,
t001125,12.03.2025 06:41,u06300,чат,доступ и пароли,2,a18,2025-03-12 07:04:44,2025-03-12 07:49:51,решено,0,
t003722,2025-03-09 13:08:00,u05714,телефон,доступ и пароли,3,a17,2025-03-09 13:19:37,2025-03-09 14:57:45,решено,0,2
t005209,2025-01-02 12:20:00,u07453,почта,оплата и документы,2,a03,2025-01-02 12:32:35,2025-01-02 15:32:14,решено,0,
t002847,2025-05-21 03:34:00,u05372,чат,расписание и посещаемость,2,a08,2025-05-21 04:38:03,2025-05-21 06:27:00,решено,0,
t002142,2025-03-23 06:00:00,u07196,форма,доступ и пароли,2,a06,2025-03-23 07:03:50,2025-03-23 07:30:06,решено,0,
t000583,2025-01-19 07:40:00,u05473,чат,доступ и пароли,2,a08,2025-01-19 07:46:32,2025-01-19 08:54:27,решено,0,
t003297,14.03.2025 05:08,u07360,почта,расписание и посещаемость,2,a06,2025-03-14 06:44:46,2025-03-14 09:24:45,решено,0,
t001631,2025-06-20 11:18:00,u08204,чат,доступ и пароли,1,a07,2025-06-20 11:29:05,2025-06-20 13:33:59,решено,0,
t002780,20.02.2025 10:03,u07620,форма,расписание и посещаемость,2,a03,2025-02-20 10:43:51,2025-02-20 10:56:05,решено,1,
