ts,login,ip,action,object,result,auth_method,session_id,detail
2026-09-08 05:39:20,s.raifa,10.8.31.7,add_note,ord-33813,ok,session,s01127,
2026-09-08 05:42:20,s.raifa,10.8.31.7,update_order,ord-47771,ok,session,s01127,
2026-09-08 05:47:20,s.raifa,10.8.31.7,add_note,ord-77839,ok,session,s01127,
08.09.2026 05:48:20,s.raifa,10.8.31.7,view_order,ord-25506,ok,session,s01127,
2026-09-08 05:54:20,s.raifa,10.8.31.7,update_order,ord-81900,ok,session,s01127,
2026-09-08 05:55:00,m.zueva,10.8.14.21,login,panel,fail,password,s01151,wrong_password
2026-09-08 06:03:50,d.kravets,77.88.21.140,logout,panel,ok,session,s01125,
2026-09-08 06:30:47,p.kotov,10.8.14.22,login,panel,ok,password+mfa,s01128,
2026-09-08 06:33:47,p.kotov,10.8.14.22,search_client,ord-81410,ok,session,s01128,
2026-09-08 06:39:47,p.kotov,10.8.14.22,add_note,ord-37959,ok,session,s01128,
08.09.2026 06:39:47,p.kotov,10.8.14.22,search_client,ord-88437,ok,session,s01128,
2026-09-08 06:45:20,s.raifa,10.8.31.7,logout,panel,ok,session,s01127,
2026-09-08 06:45:47,p.kotov,10.8.14.22,view_client,ord-90479,ok,session,s01128,
2026-09-08 07:08:06,i.bortnik,10.8.14.22,logout,panel,ok,session,s01126,
2026-09-08 08:32:47,p.kotov,10.8.14.22,logout,panel,ok,session,s01128,
2026-09-08 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-09.csv,ok,service,svc-backup,
2026-09-09 01:17:09,-,45.132.19.88,api_auth,/api/config,ok,token,s09901,token_id=EXP-9f3a7c21b8e4
09.09.2026 01:17:12,-,45.132.19.88,read_config,/api/config,ok,token,s09901,bytes=1841
2026-09-09 05:11:13,i.bortnik,10.8.14.23,login,panel,ok,password+mfa,s01129,
2026-09-09 05:18:13,i.bortnik,10.8.14.23,search_client,ord-78430,ok,session,s01129,
2026-09-09 05:20:13,i.bortnik,10.8.14.23,search_client,ord-45128,ok,session,s01129,
2026-09-09 05:21:13,i.bortnik,10.8.14.23,view_client,ord-90889,ok,session,s01129,
2026-09-09 05:23:59,m.zueva,10.8.14.23,login,panel,ok,password+mfa,s01131,
2026-09-09 05:25:13,i.bortnik,10.8.14.23,search_client,ord-42290,ok,session,s01129,
09.09.2026 05:29:59,m.zueva,10.8.14.23,update_order,ord-29438,ok,session,s01131,
2026-09-09 05:31:59,m.zueva,10.8.14.23,view_order,ord-93805,ok,session,s01131,
2026-09-09 05:35:59,m.zueva,10.8.14.23,search_client,ord-98026,ok,session,s01131,
2026-09-09 05:39:59,m.zueva,10.8.14.23,view_order,ord-93985,ok,session,s01131,
2026-09-09 05:39:59,m.zueva,10.8.14.23,add_note,ord-72657,ok,session,s01131,
2026-09-09 05:57:55,p.kotov,10.8.44.5,login,panel,ok,password+mfa,s01132,
2026-09-09 06:03:55,p.kotov,10.8.44.5,view_client,ord-33197,ok,session,s01132,
09.09.2026 06:04:55,p.kotov,10.8.44.5,search_client,ord-84124,ok,session,s01132,
2026-09-09 06:39:38,s.raifa,10.8.14.22,login,panel,ok,password+mfa,s01130,
2026-09-09 06:43:38,s.raifa,10.8.14.22,view_order,ord-10660,ok,session,s01130,
2026-09-09 06:47:38,s.raifa,10.8.14.22,view_client,ord-30720,ok,session,s01130,
2026-09-09 06:50:38,s.raifa,10.8.14.22,search_client,ord-95626,ok,session,s01130,
2026-09-09 06:55:55,p.kotov,10.8.44.5,logout,panel,ok,session,s01132,
2026-09-09 07:03:13,i.bortnik,10.8.14.23,logout,panel,ok,session,s01129,
09.09.2026 07:05:59,m.zueva,10.8.14.23,logout,panel,ok,session,s01131,
2026-09-09 08:46:38,s.raifa,10.8.14.22,logout,panel,ok,session,s01130,
2026-09-09 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-09.csv,ok,service,svc-backup,
2026-09-10 05:01:29,i.bortnik,10.8.14.21,login,panel,ok,password+mfa,s01134,
2026-09-10 05:03:34,s.raifa,10.8.14.21,login,panel,ok,password+mfa,s01135,
2026-09-10 05:08:29,i.bortnik,10.8.14.21,view_client,ord-78199,ok,session,s01134,
2026-09-10 05:08:29,i.bortnik,10.8.14.21,update_order,ord-76272,ok,session,s01134,
10.09.2026 05:08:34,s.raifa,10.8.14.21,view_order,ord-91879,ok,session,s01135,
2026-09-10 05:11:34,s.raifa,10.8.14.21,add_note,ord-57111,ok,session,s01135,
2026-09-10 05:12:29,i.bortnik,10.8.14.21,search_client,ord-87993,ok,session,s01134,
2026-09-10 05:15:34,s.raifa,10.8.14.21,view_client,ord-61325,ok,session,s01135,
2026-09-10 05:16:34,s.raifa,10.8.14.21,add_note,ord-30074,ok,session,s01135,
2026-09-10 05:17:29,i.bortnik,10.8.14.21,search_client,ord-52317,ok,session,s01134,
2026-09-10 05:44:29,i.bortnik,10.8.14.21,logout,panel,ok,session,s01134,
10.09.2026 05:44:51,m.zueva,10.8.14.21,login,panel,ok,password+mfa,s01136,
2026-09-10 05:48:51,m.zueva,10.8.14.21,add_note,ord-75376,ok,session,s01136,
2026-09-10 05:53:51,m.zueva,10.8.14.21,view_order,ord-25452,ok,session,s01136,
2026-09-10 05:53:51,m.zueva,10.8.14.21,view_client,ord-98182,ok,session,s01136,
2026-09-10 06:03:00,i.bortnik,10.8.14.23,login,panel,fail,password,s01144,wrong_password
2026-09-10 06:05:34,s.raifa,10.8.14.21,logout,panel,ok,session,s01135,
2026-09-10 06:32:49,p.kotov,10.8.14.23,login,panel,ok,password+mfa,s01137,
10.09.2026 06:38:49,p.kotov,10.8.14.23,view_client,ord-30610,ok,session,s01137,
2026-09-10 06:41:49,p.kotov,10.8.14.23,view_client,ord-64810,ok,session,s01137,
2026-09-10 06:42:49,p.kotov,10.8.14.23,view_client,ord-92366,ok,session,s01137,
2026-09-10 06:43:15,d.kravets,10.8.14.22,login,panel,ok,password+mfa,s01133,
2026-09-10 06:44:49,p.kotov,10.8.14.23,view_order,ord-58717,ok,session,s01137,
2026-09-10 06:47:15,d.kravets,10.8.14.22,view_order,ord-11986,ok,session,s01133,
2026-09-10 06:49:15,d.kravets,10.8.14.22,view_order,ord-70516,ok,session,s01133,
10.09.2026 06:56:15,d.kravets,10.8.14.22,view_client,ord-63512,ok,session,s01133,
2026-09-10 06:57:15,d.kravets,10.8.14.22,view_client,ord-52162,ok,session,s01133,
2026-09-10 06:58:15,d.kravets,10.8.14.22,update_order,ord-91391,ok,session,s01133,
2026-09-10 07:15:51,m.zueva,10.8.14.21,logout,panel,ok,session,s01136,
2026-09-10 07:18:49,p.kotov,10.8.14.23,logout,panel,ok,session,s01137,
2026-09-10 07:30:02,m.zueva,10.8.14.22,login,panel,ok,password+mfa,s09950,
2026-09-10 07:41:55,m.zueva,10.8.14.22,export,clients,ok,session,s09950,rows=312;filter=city=Москва
10.09.2026 08:02:11,m.zueva,10.8.14.22,logout,panel,ok,session,s09950,
2026-09-10 08:10:15,d.kravets,10.8.14.22,logout,panel,ok,session,s01133,
2026-09-10 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-09.csv,ok,service,svc-backup,
2026-09-11 05:18:11,d.kravets,77.88.21.140,login,panel,ok,password+mfa,s01138,
2026-09-11 05:21:11,d.kravets,77.88.21.140,add_note,ord-49004,ok,session,s01138,
2026-09-11 05:28:11,d.kravets,77.88.21.140,view_order,ord-18434,ok,session,s01138,
2026-09-11 05:31:11,d.kravets,77.88.21.140,update_order,ord-24452,ok,session,s01138,
11.09.2026 05:31:11,d.kravets,77.88.21.140,update_order,ord-52487,ok,session,s01138,
2026-09-11 05:33:11,d.kravets,77.88.21.140,view_order,ord-67923,ok,session,s01138,
2026-09-11 05:34:45,m.zueva,10.8.31.7,login,panel,ok,password+mfa,s01140,
2026-09-11 05:36:11,d.kravets,77.88.21.140,update_order,ord-83209,ok,session,s01138,
2026-09-11 05:40:45,m.zueva,10.8.31.7,update_order,ord-41887,ok,session,s01140,
2026-09-11 05:41:45,m.zueva,10.8.31.7,update_order,ord-29857,ok,session,s01140,
2026-09-11 05:47:45,m.zueva,10.8.31.7,search_client,ord-24545,ok,session,s01140,
11.09.2026 05:50:45,m.zueva,10.8.31.7,search_client,ord-54810,ok,session,s01140,
2026-09-11 06:13:46,p.kotov,10.8.31.7,login,panel,ok,password+mfa,s01141,
2026-09-11 06:17:46,p.kotov,10.8.31.7,update_order,ord-49671,ok,session,s01141,
2026-09-11 06:22:46,p.kotov,10.8.31.7,update_order,ord-60591,ok,session,s01141,
2026-09-11 06:25:46,p.kotov,10.8.31.7,view_order,ord-99005,ok,session,s01141,
2026-09-11 06:29:46,p.kotov,10.8.31.7,add_note,ord-90324,ok,session,s01141,
2026-09-11 06:29:46,p.kotov,10.8.31.7,view_client,ord-21693,ok,session,s01141,
11.09.2026 06:53:29,i.bortnik,95.108.174.62,login,panel,ok,password+mfa,s01139,
2026-09-11 06:56:29,i.bortnik,95.108.174.62,view_client,ord-58677,ok,session,s01139,
2026-09-11 07:02:29,i.bortnik,95.108.174.62,update_order,ord-36482,ok,session,s01139,
2026-09-11 07:03:29,i.bortnik,95.108.174.62,add_note,ord-25096,ok,session,s01139,
2026-09-11 07:08:45,m.zueva,10.8.31.7,logout,panel,ok,session,s01140,
2026-09-11 07:27:11,d.kravets,77.88.21.140,logout,panel,ok,session,s01138,
2026-09-11 07:57:46,p.kotov,10.8.31.7,logout,panel,ok,session,s01141,
11.09.2026 08:02:29,i.bortnik,95.108.174.62,logout,panel,ok,session,s01139,
2026-09-11 20:31:18,d.kravets,77.88.21.140,mfa_reset,a.sokolov,ok,password+mfa,s09977,ticket=T-4471
2026-09-11 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-09.csv,ok,service,svc-backup,
2026-09-11 23:55:04,a.sokolov,176.59.208.33,login,panel,ok,password+mfa,s09980,
2026-09-11 23:57:40,a.sokolov,176.59.208.33,view_order,ord-40817,ok,session,s09980,
2026-09-11 23:58:12,a.sokolov,176.59.208.33,logout,panel,ok,session,s09980,
2026-09-12 00:01:14,a.sokolov,185.220.101.45,login,panel,ok,password+mfa,s09981,mfa_enrolled_at=2026-09-11T20:31:18Z
12.09.2026 00:03:02,a.sokolov,185.220.101.45,search_client,*,ok,session,s09981,
2026-09-12 00:07:51,a.sokolov,185.220.101.45,export,clients,ok,session,s09981,rows=6900;filter=none
2026-09-12 00:09:30,a.sokolov,185.220.101.45,logout,panel,ok,session,s09981,
2026-09-12 00:19:47,-,185.220.101.45,http_get,/backup/clients_2026-06.csv,200,none,-,bytes=367605
